disease,symptom,disease_umls,symptom_umls,weight
Giant Cell Granuloma,"Tinnitus, Tensor Palatini Induced",C0018194,C0751557,1
Giant Cell Tumor of Bone,Arthralgia,C0206638,C0003862,1
Giant Cell Tumor of Bone,Central Nervous System Origin Vertigo,C0206638,C0155503,1
Giant Cell Tumor of Bone,Facial paralysis,C0206638,C0015469,1
Giant Cell Tumor of Bone,Lightheadedness,C0206638,C0220870,1
Giant Cell Tumor of Bone,Low Vision,C0206638,C0042798,1
Giant Cell Tumor of Bone,"Pain, Splitting",C0206638,C0458257,1
Giant Cell Tumor of Bone,"Paraplegia, Cerebral",C0206638,C0278114,1
Giant Cell Tumor of Bone,Recurrent Low Back Pain,C0206638,C0751648,1
Giant Cell Tumor of Bone,"Tinnitus, Tensor Palatini Induced",C0206638,C0751557,1
Giant Cell Tumor of Bone,Urinary Incontinence,C0206638,C0042024,1
Giant Cell Tumors,Arthralgia,C0017525,C0003862,1
Giant Cell Tumors,Colonic Inertia,C0017525,C1257861,1
Giant Cell Tumors,"Diplopia, Refractive",C0017525,C0271186,1
Giant Cell Tumors,Hemicrania,C0017525,C0877781,1
Giant Cell Tumors,"Paraplegia, Cerebral",C0017525,C0278114,1
Giant Cell Tumors,Polyuria,C0017525,C0032617,1
Giant Cell Tumors,Quadriparesis,C0017525,C0270790,1
Giant Cell Tumors,Tetanilla,C0017525,C0917812,1
Giant Cell Tumors,Vertebrogenic Pain Syndrome,C0017525,C0750949,1
Giant Cell Tumors,Visual Impairment,C0017525,C3665347,1
Giardiasis,Abdominal Pain,C0017536,C0000737,2
Giardiasis,Anorexia,C0017536,C0003123,1
Giardiasis,Body Weight,C0017536,C0005910,1
Giardiasis,Diarrhea,C0017536,C0011991,2
Giardiasis,Dyspepsia,C0017536,C0013395,1
Giardiasis,Flatulence,C0017536,C0016204,1
Giardiasis,Infantile Diarrhea,C0017536,C0011992,1
Giardiasis,Nausea,C0017536,C0027497,1
Giardiasis,Weight Gain,C0017536,C0043094,1
Giardiasis,Weight Loss,C0017536,C1262477,1
Gigantism,Androgenization,C0017547,C1452968,1
Gigantism,"Auditory Processing Disorder, Central",C0017547,C0751257,1
Gigantism,Birth Weight,C0017547,C0005612,1
Gigantism,Body Weight,C0017547,C0005910,1
Gigantism,Cafe-au-Lait Spots,C0017547,C0221263,1
Gigantism,Fetal Macrosomia,C0017547,C0015938,1
Gigantism,Flaccid Muscle Tone,C0017547,C0026825,1
Gigantism,Obesity,C0017547,C0028754,1
Gigantism,Psychomotor Impairment,C0017547,C5441816,1
Gigantism,Terminal insomnia,C0017547,C0541798,1
Gigantism,Visual Impairment,C0017547,C3665347,1
Gilbert Disease (disorder),"Abdomen, Acute",C0017551,C0000727,1
Gilbert Disease (disorder),Dysesthesia,C0017551,C0392699,1
Gilbert Disease (disorder),Dysglossia,C0017551,C0751512,1
Gilbert Disease (disorder),Dyspepsia,C0017551,C0013395,1
Gilbert Disease (disorder),Flatulence,C0017551,C0016204,1
Gilbert Disease (disorder),Hemoglobinuria,C0017551,C0019048,1
Gilbert Disease (disorder),"Jaundice, Hemolytic",C0017551,C0242183,1
Gilbert Disease (disorder),"Jaundice, Obstructive",C0017551,C0022354,1
Gilbert Disease (disorder),Muscular Atrophy,C0017551,C0026846,1
Gilbert Disease (disorder),Urinary Incontinence,C0017551,C0042024,1
Gilchrist Disease,Chills,C0005717,C0085593,1
Gilchrist Disease,Conductive hearing loss,C0005717,C0018777,1
Gilchrist Disease,Coughing,C0005717,C0010200,1
Gilchrist Disease,Fever,C0005717,C0015967,1
Gilchrist Disease,Hemoptysis,C0005717,C0019079,1
Gilchrist Disease,Muscle Weakness,C0005717,C0151786,1
Gilchrist Disease,Neck Pain,C0005717,C0007859,1
Gilchrist Disease,Neurogenic Hoarseness,C0005717,C0751201,1
Gilchrist Disease,Toothache,C0005717,C0040460,1
Gilchrist Disease,Vertebrogenic Pain Syndrome,C0005717,C0750949,1
Gilles de la Tourette syndrome,Behavioral tic,C0040517,C0278076,1
Gilles de la Tourette syndrome,Benign Hereditary Chorea,C0040517,C0393584,1
Gilles de la Tourette syndrome,Dysglossia,C0040517,C0751512,1
Gilles de la Tourette syndrome,Dystonia,C0040517,C0013421,1
Gilles de la Tourette syndrome,Echolalia,C0040517,C0013528,1
Gilles de la Tourette syndrome,Hyperkinesia,C0040517,C3887506,1
Gilles de la Tourette syndrome,Pseudoakathisia,C0040517,C0751647,1
Gilles de la Tourette syndrome,Psychomotor Agitation,C0040517,C3887612,1
Gilles de la Tourette syndrome,Psychophysiologic Disorders,C0040517,C0033931,1
Gilles de la Tourette syndrome,"Stuttering, Adult",C0040517,C0751527,1
Gingival Atrophy,Bulimia,C0236001,C0006370,1
Gingival Atrophy,Dysglossia,C0236001,C0751512,1
Gingival Atrophy,"Pain, Postoperative",C0236001,C0030201,1
Gingival Atrophy,Pruritus,C0236001,C0033774,1
Gingival Atrophy,Psychophysiologic Disorders,C0236001,C0033931,1
Gingival Atrophy,Vomiting,C0236001,C0042963,1
Gingival Hemorrhage,Bilateral Deafness,C0017565,C3665473,1
Gingival Hemorrhage,Ecchymosis,C0017565,C0013491,1
Gingival Hemorrhage,"Hearing Loss, High-Frequency",C0017565,C0018780,1
Gingival Hemorrhage,Hematemesis,C0017565,C0018926,1
Gingival Hemorrhage,Immune thrombocytopenic purpura,C0017565,C0398650,1
Gingival Hemorrhage,Mouth Breathing,C0017565,C0026635,1
Gingival Hemorrhage,Oral Hemorrhage,C0017565,C0029163,1
Gingival Hemorrhage,Oral Manifestations,C0017565,C0029166,1
Gingival Hemorrhage,Thrombocytopenic purpura,C0017565,C0857305,1
Gingival Hemorrhage,Toothache,C0017565,C0040460,1
Gingival Hyperplasia,Angina Pectoris,C0017566,C0002962,1
Gingival Hyperplasia,Cafe-au-Lait Spots,C0017566,C0221263,1
Gingival Hyperplasia,Diarrhea,C0017566,C0011991,1
Gingival Hyperplasia,Edema,C0017566,C0013604,1
Gingival Hyperplasia,Halitosis,C0017566,C0018520,1
Gingival Hyperplasia,Hirsutism,C0017566,C0019572,1
Gingival Hyperplasia,Mouth Breathing,C0017566,C0026635,1
Gingival Hyperplasia,Nonepileptic Seizures,C0017566,C3495874,1
Gingival Hyperplasia,Oral Hemorrhage,C0017566,C0029163,1
Gingival Hyperplasia,Oral Manifestations,C0017566,C0029166,1
Gingival Hypertrophy,Angina Pectoris,C0017567,C0002962,1
Gingival Hypertrophy,Dysglossia,C0017567,C0751512,1
Gingival Hypertrophy,Mouth Breathing,C0017567,C0026635,1
Gingival Hypertrophy,Nonepileptic Seizures,C0017567,C3495874,1
Gingival Hypertrophy,Oral Manifestations,C0017567,C0029166,1
Gingival Hypertrophy,Purpura,C0017567,C0034150,1
Gingival Hypertrophy,Thrombocytopenic purpura,C0017567,C0857305,1
Gingival Neoplasms,Coughing,C0017570,C0010200,1
Gingival Neoplasms,"Diplopia, Refractive",C0017570,C0271186,1
Gingival Neoplasms,Dysglossia,C0017570,C0751512,1
Gingival Neoplasms,Halitosis,C0017570,C0018520,1
Gingival Neoplasms,Hypesthesia,C0017570,C0020580,1
Gingival Neoplasms,Internal Ophthalmoplegia,C0017570,C0339693,1
Gingival Neoplasms,Oral Hemorrhage,C0017570,C0029163,1
Gingival Neoplasms,Oral Manifestations,C0017570,C0029166,1
Gingival Neoplasms,Pinprick Sensation Diminished,C0017570,C0752257,1
Gingival Neoplasms,"Vomiting, Anticipatory",C0017570,C0042964,1
Gingival Overgrowth,Angina Pectoris,C0376480,C0002962,1
Gingival Overgrowth,Body Weight,C0376480,C0005910,1
Gingival Overgrowth,Halitosis,C0376480,C0018520,1
Gingival Overgrowth,Mouth Breathing,C0376480,C0026635,1
Gingival Pocket,Halitosis,C0017571,C0018520,1
Gingival Pocket,Neuralgic Facial Pain,C0017571,C0751135,1
Gingival Pocket,Oral Hemorrhage,C0017571,C0029163,1
Gingival Pocket,"Pain, Splitting",C0017571,C0458257,1
Gingivitis,Angina Pectoris,C0017574,C0002962,1
Gingivitis,Edema,C0017574,C0013604,1
Gingivitis,Halitosis,C0017574,C0018520,1
Gingivitis,Mouth Breathing,C0017574,C0026635,1
Gingivitis,Neuralgic Facial Pain,C0017574,C0751135,1
Gingivitis,Obesity,C0017574,C0028754,1
Gingivitis,Oral Hemorrhage,C0017574,C0029163,1
Gingivitis,Oral Manifestations,C0017574,C0029166,1
Gingivitis,Taste Dysfunction,C0017574,C5392959,1
Gingivitis,Toothache,C0017574,C0040460,1
Gitelman Syndrome,Albuminuria,C0268450,C0001925,1
Gitelman Syndrome,Asthenia,C0268450,C0004093,1
Gitelman Syndrome,Hyperemesis Gravidarum,C0268450,C0020450,1
Gitelman Syndrome,Muscle Cramp,C0268450,C0026821,1
Gitelman Syndrome,Neck Pain,C0268450,C0007859,1
Gitelman Syndrome,Nonepileptic Seizures,C0268450,C3495874,1
Gitelman Syndrome,Quadriparesis,C0268450,C0270790,1
Gitelman Syndrome,"Reflex, Pendular",C0268450,C0277850,1
Gitelman Syndrome,Tetanilla,C0268450,C0917812,1
Gitelman Syndrome,Todd Paralysis,C0268450,C0234544,1
Glaucoma,Abdomen distended,C0017601,C0000731,1
Glaucoma,Agitation,C0017601,C0085631,1
Glaucoma,"Amblyopia, Suppression",C0017601,C0750903,1
Glaucoma,Blindness both eyes NOS (disorder),C0017601,C1879328,1
Glaucoma,Burning sensation,C0017601,C0085624,1
Glaucoma,"Color Blindness, Red",C0017601,C0155015,1
Glaucoma,Edema,C0017601,C0013604,1
Glaucoma,Eye Hemorrhage,C0017601,C0015402,1
Glaucoma,Falls,C0017601,C0085639,1
Glaucoma,Hyponatremia,C0017601,C0020625,1
Glaucoma,Lesion,C0017601,C0221198,1
Glaucoma,Low Vision,C0017601,C0042798,1
Glaucoma,Mass of body structure,C0017601,C0577559,1
Glaucoma,Nausea,C0017601,C0027497,1
Glaucoma,Occluded Pupils,C0017601,C0271131,1
Glaucoma,Paresthesia,C0017601,C0030554,1
Glaucoma,Pseudophakia,C0017601,C0684343,1
Glaucoma,"Scotoma, Paracecal",C0017601,C0544679,1
Glaucoma,Unconscious State,C0017601,C0041657,1
Glaucoma,Visual Impairment,C0017601,C3665347,1
Glaucoma,[D]Unsteady gait,C0017601,C1273573,1
"Glaucoma, Neovascular",Blindness both eyes NOS (disorder),C0017609,C1879328,1
"Glaucoma, Neovascular",Eye Hemorrhage,C0017609,C0015402,1
"Glaucoma, Neovascular",Flaccid Muscle Tone,C0017609,C0026825,1
"Glaucoma, Neovascular","Hallucinations, Kinesthetic",C0017609,C0544668,1
"Glaucoma, Neovascular",Hemicrania,C0017609,C0877781,1
"Glaucoma, Neovascular",Occluded Pupils,C0017609,C0271131,1
"Glaucoma, Neovascular","Pain, Splitting",C0017609,C0458257,1
"Glaucoma, Neovascular",Visual Impairment,C0017609,C3665347,1
"Glaucoma, Open-Angle",Blindness both eyes NOS (disorder),C0017612,C1879328,1
"Glaucoma, Open-Angle","Color Blindness, Red",C0017612,C0155015,1
"Glaucoma, Open-Angle",Eye Hemorrhage,C0017612,C0015402,1
"Glaucoma, Open-Angle","Hemianopsia, Homonymous",C0017612,C0271202,1
"Glaucoma, Open-Angle","Illusions, Visual",C0017612,C0751246,1
"Glaucoma, Open-Angle",Low Vision,C0017612,C0042798,1
"Glaucoma, Open-Angle",Occluded Pupils,C0017612,C0271131,1
"Glaucoma, Open-Angle",Pseudophakia,C0017612,C0684343,1
"Glaucoma, Open-Angle","Scotoma, Paracecal",C0017612,C0544679,1
"Glaucoma, Open-Angle",Visual Impairment,C0017612,C3665347,1
"Glaucoma, Suspect",Blindness both eyes NOS (disorder),C0017614,C1879328,1
"Glaucoma, Suspect","Color Blindness, Red",C0017614,C0155015,1
"Glaucoma, Suspect",Eye Hemorrhage,C0017614,C0015402,1
"Glaucoma, Suspect",Eye pain,C0017614,C0151827,1
"Glaucoma, Suspect",Hemicrania,C0017614,C0877781,1
"Glaucoma, Suspect",Occluded Pupils,C0017614,C0271131,1
"Glaucoma, Suspect",Pallor,C0017614,C0030232,1
"Glaucoma, Suspect",Pseudophakia,C0017614,C0684343,1
"Glaucoma, Suspect","Scotoma, Paracecal",C0017614,C0544679,1
"Glaucoma, Suspect",Visual Impairment,C0017614,C3665347,1
Glioma,Age-Related Memory Disorders,C0017638,C0751292,1
Glioma,Agraphia,C0017638,C0001825,1
Glioma,"Aphasia, Semantic",C0017638,C0234482,1
Glioma,"Apraxia, Articulatory",C0017638,C3495144,1
Glioma,Blindness both eyes NOS (disorder),C0017638,C1879328,1
Glioma,Emaciation,C0017638,C0013911,1
Glioma,"Hemiplegia, Infantile",C0017638,C0392550,1
Glioma,Nausea,C0017638,C0027497,1
Glioma,Nonepileptic Seizures,C0017638,C3495874,1
Glioma,Visual Impairment,C0017638,C3665347,1
Globoid cell leukodystrophy,"Ataxia, Appendicular",C0023521,C0750937,1
Globoid cell leukodystrophy,Blindness both eyes NOS (disorder),C0023521,C1879328,1
Globoid cell leukodystrophy,Body Weight,C0023521,C0005910,1
Globoid cell leukodystrophy,Bruns apraxia of gait,C0023521,C0751838,1
Globoid cell leukodystrophy,Cerebellar Ataxia,C0023521,C0007758,1
Globoid cell leukodystrophy,"Fasciculation, Skeletal Muscle",C0023521,C0541957,1
Globoid cell leukodystrophy,Flaccid Muscle Tone,C0023521,C0026825,1
Globoid cell leukodystrophy,Nonepileptic Seizures,C0023521,C3495874,1
Globoid cell leukodystrophy,"Paraparesis, Spastic",C0023521,C0037771,1
Globoid cell leukodystrophy,Psychomotor Impairment,C0023521,C5441816,1
Glomerulonephritis,Albuminuria,C0017658,C0001925,1
Glomerulonephritis,Body Weight,C0017658,C0005910,1
Glomerulonephritis,Edema,C0017658,C0013604,1
Glomerulonephritis,Familial Thrombotic Thrombocytopenic Purpura,C0017658,C1956258,1
Glomerulonephritis,Hemoglobinuria,C0017658,C0019048,1
Glomerulonephritis,Hemoptysis,C0017658,C0019079,1
Glomerulonephritis,Hypergammaglobulinemia,C0017658,C0020455,1
Glomerulonephritis,Oliguria,C0017658,C0028961,1
Glomerulonephritis,Proteinuria,C0017658,C0033687,1
Glomerulonephritis,Purpura,C0017658,C0034150,1
"Glomerulonephritis, Membranoproliferative",Abdominal Cramps,C0017662,C0000729,1
"Glomerulonephritis, Membranoproliferative",Albuminuria,C0017662,C0001925,1
"Glomerulonephritis, Membranoproliferative",Body Weight,C0017662,C0005910,1
"Glomerulonephritis, Membranoproliferative","Color Blindness, Red",C0017662,C0155015,1
"Glomerulonephritis, Membranoproliferative",Edema,C0017662,C0013604,1
"Glomerulonephritis, Membranoproliferative",Familial Thrombotic Thrombocytopenic Purpura,C0017662,C1956258,1
"Glomerulonephritis, Membranoproliferative",Fetal Distress,C0017662,C0015930,1
"Glomerulonephritis, Membranoproliferative",Immune thrombocytopenic purpura,C0017662,C0398650,1
"Glomerulonephritis, Membranoproliferative",Proteinuria,C0017662,C0033687,1
"Glomerulonephritis, Membranoproliferative",Purpura,C0017662,C0034150,1
Glomus Tumor,Allodynia,C0017653,C0458247,1
Glomus Tumor,Arthralgia,C0017653,C0003862,1
Glomus Tumor,Conductive hearing loss,C0017653,C0018777,1
Glomus Tumor,Facial paralysis,C0017653,C0015469,1
Glomus Tumor,Hemoptysis,C0017653,C0019079,1
Glomus Tumor,"Hyperesthesia, Tactile",C0017653,C0751215,1
Glomus Tumor,"Pain, Intractable",C0017653,C0030200,1
Glomus Tumor,"Pain, Splitting",C0017653,C0458257,1
Glomus Tumor,Shoulder Pain,C0017653,C0037011,1
Glomus Tumor,"Tinnitus, Tensor Palatini Induced",C0017653,C0751557,1
"Glomus Tumors, Familial, 1","Cerebrospinal Fluid Otorrhea, Traumatic",C3494181,C0751026,1
"Glomus Tumors, Familial, 1",Conductive hearing loss,C3494181,C0018777,1
"Glomus Tumors, Familial, 1",Distorted hearing,C3494181,C0877848,1
"Glomus Tumors, Familial, 1",Facial paralysis,C3494181,C0015469,1
"Glomus Tumors, Familial, 1","Hearing Loss, Extreme",C3494181,C0086395,1
"Glomus Tumors, Familial, 1",Lightheadedness,C3494181,C0220870,1
"Glomus Tumors, Familial, 1",Neurogenic Hoarseness,C3494181,C0751201,1
"Glomus Tumors, Familial, 1",Recurrent Laryngeal Nerve Paralysis,C3494181,C0542142,1
"Glomus Tumors, Familial, 1","Tinnitus, Tensor Palatini Induced",C3494181,C0751557,1
"Glomus Tumors, Familial, 1",hearing impairment,C3494181,C1384666,1
Glomus Tympanicum Tumor,Central Nervous System Origin Vertigo,C0474820,C0155503,1
Glomus Tympanicum Tumor,Lightheadedness,C0474820,C0220870,1
Glomus Tympanicum Tumor,Presyncope,C0474820,C0700200,1
Glomus Tympanicum Tumor,"Tinnitus, Tensor Palatini Induced",C0474820,C0751557,1
Glomus Tympanicum Tumor,hearing impairment,C0474820,C1384666,1
Glossalgia,"Apraxia, Articulatory",C0017672,C3495144,1
Glossalgia,Dysesthesia,C0017672,C0392699,1
Glossalgia,Dysgeusia,C0017672,C0013378,1
Glossalgia,"Hyperesthesia, Tactile",C0017672,C0751215,1
Glossalgia,Neck Pain,C0017672,C0007859,1
Glossalgia,Neuralgia,C0017672,C0027796,1
Glossalgia,Neuralgic Facial Pain,C0017672,C0751135,1
Glossalgia,"Pain, Splitting",C0017672,C0458257,1
Glossalgia,Psychophysiologic Disorders,C0017672,C0033931,1
Glossalgia,Taste Dysfunction,C0017672,C5392959,1
Glossitis,Dysgeusia,C0017675,C0013378,1
Glossitis,Dyspepsia,C0017675,C0013395,1
Glossitis,Edema,C0017675,C0013604,1
Glossitis,Glossalgia,C0017675,C0017672,1
Glossitis,Halitosis,C0017675,C0018520,1
Glossitis,Oral Manifestations,C0017675,C0029166,1
Glossitis,Psychophysiologic Disorders,C0017675,C0033931,1
Glossitis,Taste Dysfunction,C0017675,C5392959,1
Glossitis,Taste-Blindness,C0017675,C0278155,1
Glossitis,Unintelligible Articulation,C0017675,C0566625,1
"Glossitis, Benign Migratory",Arthralgia,C0017677,C0003862,1
"Glossitis, Benign Migratory",Ecchymosis,C0017677,C0013491,1
"Glossitis, Benign Migratory",Fever of Unknown Origin,C0017677,C0015970,1
"Glossitis, Benign Migratory",Glossalgia,C0017677,C0017672,1
"Glossitis, Benign Migratory",Oral Manifestations,C0017677,C0029166,1
"Glossitis, Benign Migratory","Pain, Splitting",C0017677,C0458257,1
"Glossitis, Benign Migratory",Psychophysiologic Disorders,C0017677,C0033931,1
"Glossitis, Benign Migratory",Taste Dysfunction,C0017677,C5392959,1
Glossopharyngeal Nerve Disorder,Dysgeusia,C0751941,C0013378,1
Glossopharyngeal Nerve Disorder,"Horner Syndrome, Acquired",C0751941,C0751203,1
Glossopharyngeal Nerve Disorder,Neck Pain,C0751941,C0007859,1
Glossopharyngeal Nerve Disorder,Neuralgia,C0751941,C0027796,1
Glossopharyngeal Nerve Disorder,Neuralgic Facial Pain,C0751941,C0751135,1
Glossopharyngeal Nerve Disorder,Neurogenic Hoarseness,C0751941,C0751201,1
Glossopharyngeal Nerve Disorder,"Pain, Postoperative",C0751941,C0030201,1
Glossopharyngeal Nerve Disorder,Presyncope,C0751941,C0700200,1
Glossopharyngeal Nerve Disorder,Recurrent Laryngeal Nerve Paralysis,C0751941,C0542142,1
Glossopharyngeal Nerve Disorder,"Voice Disorder, Neurologic",C0751941,C0264600,1
Glucagonoma,Anorexia,C0017689,C0003123,1
Glucagonoma,Body Weight,C0017689,C0005910,1
Glucagonoma,Glossalgia,C0017689,C0017672,1
Glucagonoma,Low Vision,C0017689,C0042798,1
Glucagonoma,Morbid obesity,C0017689,C0028756,1
Glucagonoma,Necrolytic Migratory Erythema,C0017689,C0221243,1
Glucagonoma,Quadriparesis,C0017689,C0270790,1
Glucagonoma,"Scotoma, Paracecal",C0017689,C0544679,1
Glucagonoma,Weight Gain,C0017689,C0043094,1
Glucagonoma,Weight Loss,C0017689,C1262477,1
Glucose Intolerance (disease),Albuminuria,C0271650,C0001925,1
Glucose Intolerance (disease),Birth Weight,C0271650,C0005612,1
Glucose Intolerance (disease),Body Weight,C0271650,C0005910,1
Glucose Intolerance (disease),Fetal Macrosomia,C0271650,C0015938,1
Glucose Intolerance (disease),Morbid obesity,C0271650,C0028756,1
Glucose Intolerance (disease),Obesity,C0271650,C0028754,1
Glucose Intolerance (disease),Overweight,C0271650,C0497406,1
Glucose Intolerance (disease),Underweight,C0271650,C0041667,1
Glucose Intolerance (disease),Weight Gain,C0271650,C0043094,1
Glucose Intolerance (disease),Weight Loss,C0271650,C1262477,1
Glucose Metabolism Disorders,Albuminuria,C1257958,C0001925,1
Glucose Metabolism Disorders,Dystonia,C1257958,C0013421,1
Glucose Metabolism Disorders,"Gait, Festinating",C1257958,C0231694,1
Glucose Metabolism Disorders,Morbid obesity,C1257958,C0028756,1
Glucose Metabolism Disorders,"Myoclonus, Intention",C1257958,C0021712,1
Glucose Metabolism Disorders,Obesity,C1257958,C0028754,1
Glucose Metabolism Disorders,Overweight,C1257958,C0497406,1
Glucose Metabolism Disorders,"Tinnitus, Tensor Palatini Induced",C1257958,C0751557,1
Glucose Metabolism Disorders,Weight Gain,C1257958,C0043094,1
Glucose Metabolism Disorders,Weight Loss,C1257958,C1262477,1
Glutaric Aciduria IIA,Muscle Weakness,C1856401,C0151786,1
Glutaric Aciduria IIA,Sensorineural Hearing Loss (disorder),C1856401,C0018784,1
Glycogen Storage Disease,Albuminuria,C0017919,C0001925,1
Glycogen Storage Disease,Body Weight,C0017919,C0005910,1
Glycogen Storage Disease,Flaccid Muscle Tone,C0017919,C0026825,1
Glycogen Storage Disease,Hyperventilation,C0017919,C0020578,1
Glycogen Storage Disease,Lassitude,C0017919,C0086525,1
Glycogen Storage Disease,Muscle Cramp,C0017919,C0026821,1
Glycogen Storage Disease,Muscle Weakness,C0017919,C0151786,1
Glycogen Storage Disease,Muscular Atrophy,C0017919,C0026846,1
Glycogen Storage Disease,Myotonus (finding),C0017919,C0700153,1
Glycogen Storage Disease,Obesity,C0017919,C0028754,1
Glycogen Storage Disease Type I,Albuminuria,C0017920,C0001925,1
Glycogen Storage Disease Type I,Cyanosis,C0017920,C0010520,1
Glycogen Storage Disease Type I,Diarrhea,C0017920,C0011991,1
Glycogen Storage Disease Type I,"Hemiplegia, Infantile",C0017920,C0392550,1
Glycogen Storage Disease Type I,"Jaundice, Obstructive",C0017920,C0022354,1
Glycogen Storage Disease Type I,Obesity,C0017920,C0028754,1
Glycogen Storage Disease Type I,Oral Hemorrhage,C0017920,C0029163,1
Glycogen Storage Disease Type I,Presyncope,C0017920,C0700200,1
Glycogen Storage Disease Type I,Proteinuria,C0017920,C0033687,1
Glycogen Storage Disease Type I,Psychomotor Impairment,C0017920,C5441816,1
Glycogen Storage Disease Type III,Abdominal Pain,C0017922,C0000737,1
Glycogen Storage Disease Type III,Body Weight,C0017922,C0005910,1
Glycogen Storage Disease Type III,Fetal Distress,C0017922,C0015930,1
Glycogen Storage Disease Type III,Flaccid Muscle Tone,C0017922,C0026825,2
